rel_path,file_basename,time_band,cand_landmark,cand_city,cand_state,cand_country,matched,match_level,lat,lon,region,source,confidence
evening\Verona_Arena_Roman_amphitheatre_at_dusk_time__Piazza_Bra_in_Verona__Italy_vert.jpg,Verona_Arena_Roman_amphitheatre_at_dusk_time__Piazza_Bra_in_Verona__Italy_vert.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Verrazzano_Narrows_bridge_in_Brooklyn_and_Staten_Island_in_New_York_at_sunset__USA_vert.jpg,Verrazzano_Narrows_bridge_in_Brooklyn_and_Staten_Island_in_New_York_at_sunset__USA_vert.jpg,evening,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
evening\Very_Large_Array_satellite_dishes_at_sunset__Plains_of_San_Agustin__New_Mexico__USA_vert.jpg,Very_Large_Array_satellite_dishes_at_sunset__Plains_of_San_Agustin__New_Mexico__USA_vert.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Vestrahorn_mountain_at_sunset__Stokksnes_headland__Eastern_Region_of_Iceland_vert.jpg,Vestrahorn_mountain_at_sunset__Stokksnes_headland__Eastern_Region_of_Iceland_vert.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\Vestrahorn_mountain_at_Vesturhorn_in_summer_evening__Stokksnes__Iceland_vert.jpg,Vestrahorn_mountain_at_Vesturhorn_in_summer_evening__Stokksnes__Iceland_vert.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\Victoria_Beach_Tower_at_sunset__Laguna_Beach__California__USA_horiz.jpg,Victoria_Beach_Tower_at_sunset__Laguna_Beach__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Victoria_Falls_sunset_with_rainbow__Livingstone__Zambia_horiz.jpg,Victoria_Falls_sunset_with_rainbow__Livingstone__Zambia_horiz.jpg,evening,,,,,,,,,,,
evening\View_along_Princes_Street_in_central_Edinburgh_at_dusk__Scotland__UK_horiz.jpg,View_along_Princes_Street_in_central_Edinburgh_at_dusk__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\View_from_Moro_Rock_at_dusk__Sequoia_National_Park__California__USA_horiz.jpg,View_from_Moro_Rock_at_dusk__Sequoia_National_Park__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\View_from_Mount_Eden_volcano_to_the_Auckland_skyline_at_sunset__New_Zealand_North_Island_horiz.jpg,View_from_Mount_Eden_volcano_to_the_Auckland_skyline_at_sunset__New_Zealand_North_Island_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\View_from_the_Danube_on_the_Regensburg_Cathedral_and_Stone_Bridge_in_the_evening__Germany_vert.jpg,View_from_the_Danube_on_the_Regensburg_Cathedral_and_Stone_Bridge_in_the_evening__Germany_vert.jpg,evening,,,,,,,,,,,
evening\View_from_the_Dubrovnik_Old_Town_on_Adriatic_Sea_coastline_at_sunset__Croatia_horiz.jpg,View_from_the_Dubrovnik_Old_Town_on_Adriatic_Sea_coastline_at_sunset__Croatia_horiz.jpg,evening,,,,,,,,,,,
evening\View_from_the_summit_of_Williams_Peak_at_dusk_in_White_River_National_Forest__Colorado__USA_horiz.jpg,View_from_the_summit_of_Williams_Peak_at_dusk_in_White_River_National_Forest__Colorado__USA_horiz.jpg,evening,,,Colorado,USA,colorado,state,39.5501,-105.7821,NA,gazetteer,med
evening\View_from_the_walls_of_the_fortress_of_Ribat_of_Sousse_at_sunset__Tunisia_horiz.jpg,View_from_the_walls_of_the_fortress_of_Ribat_of_Sousse_at_sunset__Tunisia_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_beach_camp_fire_during_sunset_against_Bali_island_volcano__Indonesia_horiz.jpg,View_of_beach_camp_fire_during_sunset_against_Bali_island_volcano__Indonesia_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Cape_Town__039_s_Table_Mountain__Lions_head__amp__Twelve_Apostles_at_sunset__South_Africa_vert.jpg,View_of_Cape_Town__039_s_Table_Mountain__Lions_head__amp__Twelve_Apostles_at_sunset__South_Africa_vert.jpg,evening,,,,,,,,,,,
evening\View_of_dramatic_sky_and_sunset_at_lake_Lago_di_Resia__Reschensee___Alps__South_Tyrol__Italy_horiz.jpg,View_of_dramatic_sky_and_sunset_at_lake_Lago_di_Resia__Reschensee___Alps__South_Tyrol__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\View_of_Grand_Canyon_National_Park_from_South_Rim_at_dusk__Arizona__USA_vert.jpg,View_of_Grand_Canyon_National_Park_from_South_Rim_at_dusk__Arizona__USA_vert.jpg,evening,,,Arizona,USA,arizona,state,34.0489,-111.0937,NA,gazetteer,med
evening\View_of_Hagia_Sophia__Aya_Sofya__museum_in_a_snowy_winter_night__Istanbul__Turkey_horiz.jpg,View_of_Hagia_Sophia__Aya_Sofya__museum_in_a_snowy_winter_night__Istanbul__Turkey_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Ilhabela_Island_coastline_at_sunset_in_Sao_Paolo_state__Brazil_horiz.jpg,View_of_Ilhabela_Island_coastline_at_sunset_in_Sao_Paolo_state__Brazil_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Kalsoy_island_and_its_lightouse_at_sunset__Faroe_islands__Denmark_vert.jpg,View_of_Kalsoy_island_and_its_lightouse_at_sunset__Faroe_islands__Denmark_vert.jpg,evening,,,,,,,,,,,
evening\View_of_Mount__039_s_Bay_and_St_Michael__039_s_Mount_island_in_Cornwall_at_sunset__England__UK_horiz.jpg,View_of_Mount__039_s_Bay_and_St_Michael__039_s_Mount_island_in_Cornwall_at_sunset__England__UK_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Odeon_of_Herodes_Atticus_on_the_Acropolis_of_Athens_at_sunset__Greece_horiz.jpg,View_of_Odeon_of_Herodes_Atticus_on_the_Acropolis_of_Athens_at_sunset__Greece_horiz.jpg,evening,,Athens,,Greece,athens,city,37.9838,23.7275,EU,gazetteer,high
evening\View_of_Point_Vicente_Lighthouse_at_sunset__Ranchos_Palos_Verdes__California__USA_horiz.jpg,View_of_Point_Vicente_Lighthouse_at_sunset__Ranchos_Palos_Verdes__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\View_of_ski_slopes_and_village_in_Vail_at_winter_dusk__Colorado__USA_vert.jpg,View_of_ski_slopes_and_village_in_Vail_at_winter_dusk__Colorado__USA_vert.jpg,evening,,,Colorado,USA,colorado,state,39.5501,-105.7821,NA,gazetteer,med
evening\View_of_sunset_at_Praia_da_Concei__o_beach_with_Morro_do_Pico__Fernando_De_Noronha__Brazil_horiz.jpg,View_of_sunset_at_Praia_da_Concei__o_beach_with_Morro_do_Pico__Fernando_De_Noronha__Brazil_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Sv_nafellsj_kull_Glacier_at_the_Vatnajokull_National_Park_in_Iceland_at_sunset_horiz.jpg,View_of_Sv_nafellsj_kull_Glacier_at_the_Vatnajokull_National_Park_in_Iceland_at_sunset_horiz.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\View_of_the_bay_of_Portovenere_at_sunset__Liguria__Italy_vert.jpg,View_of_the_bay_of_Portovenere_at_sunset__Liguria__Italy_vert.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\View_of_the_old_town_at_dusk_on_the_Atlantic_coast__Essaouira__Mogador__Morocco_horiz.jpg,View_of_the_old_town_at_dusk_on_the_Atlantic_coast__Essaouira__Mogador__Morocco_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_the_village_of_Hofsgrund_in_winter_at_night__Baden_W_rttemberg__Germany_horiz.jpg,View_of_the_village_of_Hofsgrund_in_winter_at_night__Baden_W_rttemberg__Germany_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_Victoria_Harbour_in_Hong_Kong_at_night__China_horiz.jpg,View_of_Victoria_Harbour_in_Hong_Kong_at_night__China_horiz.jpg,evening,,,,,,,,,,,
evening\View_of_zebras_grazing_in_field_against_sky_during_sunset__Nairobi_National_Park__Kenya_vert.jpg,View_of_zebras_grazing_in_field_against_sky_during_sunset__Nairobi_National_Park__Kenya_vert.jpg,evening,,,,,,,,,,,
evening\View_on_Grand_Canal_from_Rialto_bridge_at_dusk__Venice__Italy_horiz.jpg,View_on_Grand_Canal_from_Rialto_bridge_at_dusk__Venice__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\View_over_River_Danube__Chain_Bridge_and_Parliament_Building_at_night__Budapest__Hungary_vert.jpg,View_over_River_Danube__Chain_Bridge_and_Parliament_Building_at_night__Budapest__Hungary_vert.jpg,evening,,,,,,,,,,,
evening\View_over_the_top_of_the_mountains_at_sunset__Bieszczady_national_park__Poland_horiz.jpg,View_over_the_top_of_the_mountains_at_sunset__Bieszczady_national_park__Poland_horiz.jpg,evening,,,,,,,,,,,
evening\Village_of_G__weinstein__G_ssweinstein__in_winter_at_dusk__Franconian_Switzerland__Germany_vert.jpg,Village_of_G__weinstein__G_ssweinstein__in_winter_at_dusk__Franconian_Switzerland__Germany_vert.jpg,evening,,,,,,,,,,,
evening\Vineyards_at_sunset_in_autumn_harvest__ripe_grapes_in_fall_horiz.jpg,Vineyards_at_sunset_in_autumn_harvest__ripe_grapes_in_fall_horiz.jpg,evening,,,,,,,,,,,
evening\Volcano_Concepci_n_on_Ometepe_island_in_Lake_Nicaragua_covered_by_lenticular_cloud_at_sunset_vert.jpg,Volcano_Concepci_n_on_Ometepe_island_in_Lake_Nicaragua_covered_by_lenticular_cloud_at_sunset_vert.jpg,evening,,,,,,,,,,,
evening\V_shaped_bird_flying_in_an_orange_sky_with_a_shining_sun_at_sunset_over_rice_field_horiz.jpg,V_shaped_bird_flying_in_an_orange_sky_with_a_shining_sun_at_sunset_over_rice_field_horiz.jpg,evening,,,,,,,,,,,
evening\Walking_path_to_Cape_Reinga_lighthouse_at_summer_sunset__North_Island_of_New_Zealand_horiz.jpg,Walking_path_to_Cape_Reinga_lighthouse_at_summer_sunset__North_Island_of_New_Zealand_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Watchtower_and_salt_pans_at_sunset__Xlendi__Gozo_Island__Malta_horiz.jpg,Watchtower_and_salt_pans_at_sunset__Xlendi__Gozo_Island__Malta_horiz.jpg,evening,,,,,,,,,,,
evening\Waterfall_and_evening_sunlight__Johnston_Creek__Banff_National_Park__Alberta__Canada_vert.jpg,Waterfall_and_evening_sunlight__Johnston_Creek__Banff_National_Park__Alberta__Canada_vert.jpg,evening,,,,,,,,,,,
evening\Waterton_Lakes_National_Park_at_sunset_with_moose_silhouette__Alberta__Canada_horiz.jpg,Waterton_Lakes_National_Park_at_sunset_with_moose_silhouette__Alberta__Canada_horiz.jpg,evening,,,,,,,,,,,
evening\Water_collides_with_coastal_rocks_at_sunset_over_Kogel_Bay_in_the_Cape_Province__South_Africa_horiz.jpg,Water_collides_with_coastal_rocks_at_sunset_over_Kogel_Bay_in_the_Cape_Province__South_Africa_horiz.jpg,evening,,,,,,,,,,,
evening\Water_Palace_Jal_Mahal_in_the_middle_of_Man_Sager_Lake_at_evening__Jaipur__Rajasthan__India_vert.jpg,Water_Palace_Jal_Mahal_in_the_middle_of_Man_Sager_Lake_at_evening__Jaipur__Rajasthan__India_vert.jpg,evening,,,,,,,,,,,
evening\Waves_splashing_on_beach_against_cloudy_sky_at_sunset__Oak_Park__Cronulla_vert.jpg,Waves_splashing_on_beach_against_cloudy_sky_at_sunset__Oak_Park__Cronulla_vert.jpg,evening,,,,,,,,,,,
evening\Wave_Rock_at_sunset_in_the_Valley_of_Fire_State_Park__Nevada__USA_horiz.jpg,Wave_Rock_at_sunset_in_the_Valley_of_Fire_State_Park__Nevada__USA_horiz.jpg,evening,,,Nevada,USA,nevada,state,38.8026,-116.4194,NA,gazetteer,med
evening\Westminster_at_sunset__London__Thames_River__England__UK_vert.jpg,Westminster_at_sunset__London__Thames_River__England__UK_vert.jpg,evening,,London,,,london,city,51.5074,-0.1278,EU,gazetteer,high
evening\West_Point_Lighthouse_at_sunset__Prince_Edward_Island__Canada_horiz.jpg,West_Point_Lighthouse_at_sunset__Prince_Edward_Island__Canada_horiz.jpg,evening,,,,,,,,,,,
evening\Wheat_field_in_the_evening__Baden_W_rttemberg__Germany_vert.jpg,Wheat_field_in_the_evening__Baden_W_rttemberg__Germany_vert.jpg,evening,,,,,,,,,,,
evening\Whistler_winter_village_at_dusk__British_Columbia__Canada_vert.jpg,Whistler_winter_village_at_dusk__British_Columbia__Canada_vert.jpg,evening,,,,,,,,,,,
evening\White_Sands_National_Monument_at_dusk__New_Mexico__USA_vert.jpg,White_Sands_National_Monument_at_dusk__New_Mexico__USA_vert.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Windmill_at_sunset___land__Sweden_vert.jpg,Windmill_at_sunset___land__Sweden_vert.jpg,evening,,,,,,,,,,,
evening\Windmill_evening_light__Hora__Island_of_Mykonos__Greece_vert.jpg,Windmill_evening_light__Hora__Island_of_Mykonos__Greece_vert.jpg,evening,,,,Greece,greece,country,39.0742,21.8243,EU,gazetteer,med
evening\Wineglass_Bay_at_dusk__Tasmania__Australia_horiz.jpg,Wineglass_Bay_at_dusk__Tasmania__Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Wine_region_near_Stellenbosch_looking_at_Simonsberg_in_South_Africa_during_summer_sunset_horiz.jpg,Wine_region_near_Stellenbosch_looking_at_Simonsberg_in_South_Africa_during_summer_sunset_horiz.jpg,evening,,,,,,,,,,,
evening\Winter_evening_on_Loch_Lomond_with_the_Milarrochy_Bay_rocks__Trossachs__Scotland__UK_horiz.jpg,Winter_evening_on_Loch_Lomond_with_the_Milarrochy_Bay_rocks__Trossachs__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Winter_landscape_with_frosty_trees_and_sunset_in_evening__Hyvink____Finland_horiz.jpg,Winter_landscape_with_frosty_trees_and_sunset_in_evening__Hyvink____Finland_horiz.jpg,evening,,,,,,,,,,,
evening\Winter_landscape_with_lonely_spruce_tree_in_front_during_snow_storm_at_sunset_vert.jpg,Winter_landscape_with_lonely_spruce_tree_in_front_during_snow_storm_at_sunset_vert.jpg,evening,,,,,,,,,,,
evening\Winter_landscape_with_river_in_forest_at_sunset_vert.jpg,Winter_landscape_with_river_in_forest_at_sunset_vert.jpg,evening,,,,,,,,,,,
evening\Winter_ski_resort_Hintertux_in_night_lit_by_moon__Tirol__Austria_horiz.jpg,Winter_ski_resort_Hintertux_in_night_lit_by_moon__Tirol__Austria_horiz.jpg,evening,,,,,,,,,,,
evening\Winter_sunset_at_rocky_Warebeth_beach__Orkney_Islands__Scotland__UK_horiz.jpg,Winter_sunset_at_rocky_Warebeth_beach__Orkney_Islands__Scotland__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Winter_sunset_at_the_highest_mountain_of_Australia__Kosciuszko_National_Park__New_South_Wales_vert.jpg,Winter_sunset_at_the_highest_mountain_of_Australia__Kosciuszko_National_Park__New_South_Wales_vert.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Winter_sunset_on_Ardez_covered_with_snow__Graubunden_canton__Engadine__Switzerland_vert.jpg,Winter_sunset_on_Ardez_covered_with_snow__Graubunden_canton__Engadine__Switzerland_vert.jpg,evening,,,,,,,,,,,
evening\Winter_sunset_on_Horse_Tail_Falls_from_Taft_Point__Yosemite_National_Park__California__USA_horiz.jpg,Winter_sunset_on_Horse_Tail_Falls_from_Taft_Point__Yosemite_National_Park__California__USA_horiz.jpg,evening,Yosemite,,California,USA,yosemite,landmark,37.8651,-119.5383,NA,gazetteer,high
evening\Winter_sunset_over_river_Lakselva_near_Laknes__Vestvagoy__Lofoten_Islands__Nordland__Norway_vert.jpg,Winter_sunset_over_river_Lakselva_near_Laknes__Vestvagoy__Lofoten_Islands__Nordland__Norway_vert.jpg,evening,Lofoten Islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
evening\Winter_sunset_over_the_chalets__Lapland__Sweden_horiz.jpg,Winter_sunset_over_the_chalets__Lapland__Sweden_horiz.jpg,evening,,,,,,,,,,,
evening\Woman_running_on_coastline__golden_sunset_hours_in_New_Zealand_horiz.jpg,Woman_running_on_coastline__golden_sunset_hours_in_New_Zealand_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Wooden_Bridge_in_lotus_lake_on_sunset_at_Khao_Sam_Roi_Yot_National_Park__Thailand_vert.jpg,Wooden_Bridge_in_lotus_lake_on_sunset_at_Khao_Sam_Roi_Yot_National_Park__Thailand_vert.jpg,evening,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
evening\Young_female_runner_running_over_Mesa_Arch_rock_formation_at_sunset__Moab__Utah__USA_vert.jpg,Young_female_runner_running_over_Mesa_Arch_rock_formation_at_sunset__Moab__Utah__USA_vert.jpg,evening,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
evening\Zabriskie_Point_at_sunset__Death_Valley_National_park__California__USA_horiz.jpg,Zabriskie_Point_at_sunset__Death_Valley_National_park__California__USA_horiz.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Zabriskie_Point_at_sunset__Death_Valley_National_Park__California__USA_vert.jpg,Zabriskie_Point_at_sunset__Death_Valley_National_Park__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Zhangjiajie_National_forest_park_at_sunset__Wulingyuan__Hunan__China_horiz.jpg,Zhangjiajie_National_forest_park_at_sunset__Wulingyuan__Hunan__China_horiz.jpg,evening,,,,,,,,,,,
evening\_tretat_at_sunset_in_summer__Seine_Maritime__Normandy__France_vert.jpg,_tretat_at_sunset_in_summer__Seine_Maritime__Normandy__France_vert.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\100081eb4d64b352b084e646d91a367c_vert.jpg,100081eb4d64b352b084e646d91a367c_vert.jpg,morning,,,,,,,,,,,
morning\3D_rendering_of_a_satellite_orbiting_the_earth_horiz.jpg,3D_rendering_of_a_satellite_orbiting_the_earth_horiz.jpg,morning,,,,,,,,,,,
morning\Abandoned_Inca_citadel__Machu_Picchu_in_the_Eastern_Cordillera_of_southern_Peru_vert.jpg,Abandoned_Inca_citadel__Machu_Picchu_in_the_Eastern_Cordillera_of_southern_Peru_vert.jpg,morning,,,,,,,,,,,
morning\Access_road_to_the_Formentor_lighthouse__Pollen_a__Majorca_Island__Balearic_Islands__Spain_vert.jpg,Access_road_to_the_Formentor_lighthouse__Pollen_a__Majorca_Island__Balearic_Islands__Spain_vert.jpg,morning,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
morning\Activity_display_at_Grand_Prismatic_Spring__Yellowstone_National_Park__Wyoming__USA_vert.jpg,Activity_display_at_Grand_Prismatic_Spring__Yellowstone_National_Park__Wyoming__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Aerial_landscape_view_of_Bureh_Beach__Freetown__Sierra_Leone_horiz.jpg,Aerial_landscape_view_of_Bureh_Beach__Freetown__Sierra_Leone_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_photograph_of_Reading_showing_Caversham__Berkshire__England__UK_vert.jpg,Aerial_photograph_of_Reading_showing_Caversham__Berkshire__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Aerial_shot_of_unique_shaped_island_with_a_forest__Hong_Kong_vert.jpg,Aerial_shot_of_unique_shaped_island_with_a_forest__Hong_Kong_vert.jpg,morning,,,,,,,,,,,
morning\Aerial_top_view_of_cherry_blossom_sakura_in_the_Shanghai_Botanical_Garden__China_horiz.jpg,Aerial_top_view_of_cherry_blossom_sakura_in_the_Shanghai_Botanical_Garden__China_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_at_Loosdrecht_Kalverstraat__Scheendijk__Utrecht__Netherlands_vert.jpg,Aerial_view_at_Loosdrecht_Kalverstraat__Scheendijk__Utrecht__Netherlands_vert.jpg,morning,,,,,,,,,,,
morning\Aerial_view_at_sunset_on_Norwegian_Mountains__fjords_and_lake__Troms__Norway_vert.jpg,Aerial_view_at_sunset_on_Norwegian_Mountains__fjords_and_lake__Troms__Norway_vert.jpg,morning,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
morning\Aerial_view_of_autumn_forest_road_in_morning_fog__Moselle_Valley__Germany_vert.jpg,Aerial_view_of_autumn_forest_road_in_morning_fog__Moselle_Valley__Germany_vert.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_Avatar_Mountains__Zhangjiajie_National_Forest_Park__China_horiz.jpg,Aerial_view_of_Avatar_Mountains__Zhangjiajie_National_Forest_Park__China_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_a_buddhist_temple_on_hilltop_during_a_foggy_day_at_sunset__China_horiz.jpg,Aerial_view_of_a_buddhist_temple_on_hilltop_during_a_foggy_day_at_sunset__China_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_a_small_town_Tj_rnuv_k_on_the_Atlantic_Ocean__Faroe_islands__Denmark_horiz.jpg,Aerial_view_of_a_small_town_Tj_rnuv_k_on_the_Atlantic_Ocean__Faroe_islands__Denmark_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_a_Soccer_Football_Pitch_in_a_Rural_town_in_Wales__UK_horiz.jpg,Aerial_view_of_a_Soccer_Football_Pitch_in_a_Rural_town_in_Wales__UK_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_Big_Beach_in_M_kena_State_Park__Maui__Hawaii__USA_vert.jpg,Aerial_view_of_Big_Beach_in_M_kena_State_Park__Maui__Hawaii__USA_vert.jpg,morning,,,Hawaii,USA,hawaii,state,20.7984,-156.3319,NA,gazetteer,med
morning\Aerial_view_of_Central_Park_and_upper_east_side_in_Manhattan__New_York_City__USA_horiz.jpg,Aerial_view_of_Central_Park_and_upper_east_side_in_Manhattan__New_York_City__USA_horiz.jpg,morning,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
morning\Aerial_view_of_cityscape_with_skyscrapers_above_the_clouds_in_Dubai__UAE_horiz.jpg,Aerial_view_of_cityscape_with_skyscrapers_above_the_clouds_in_Dubai__UAE_horiz.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_colorful_houses__Tenerife__Canary_Islands__Spain_horiz.jpg,Aerial_view_of_colorful_houses__Tenerife__Canary_Islands__Spain_horiz.jpg,morning,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
morning\Aerial_view_of_dugongs_swimming_in_ocean__Sangihe_Island__North_Sulawesi_Sea__Indonesia_vert.jpg,Aerial_view_of_dugongs_swimming_in_ocean__Sangihe_Island__North_Sulawesi_Sea__Indonesia_vert.jpg,morning,,,,,,,,,,,
morning\Aerial_view_of_floating_village_Ko_Panyi_and_limestone_mountains_in_Andaman_Sea__Thailand_horiz.jpg,Aerial_view_of_floating_village_Ko_Panyi_and_limestone_mountains_in_Andaman_Sea__Thailand_horiz.jpg,morning,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
morning\Aerial_view_of_Florida_Everglades_National_Park__USA_vert.jpg,Aerial_view_of_Florida_Everglades_National_Park__USA_vert.jpg,morning,,,Florida,USA,florida,state,27.6648,-81.5158,NA,gazetteer,med
morning\Aerial_view_of_football_field_between_residential_buildings__Shanghai_Pudong_district__China_vert.jpg,Aerial_view_of_football_field_between_residential_buildings__Shanghai_Pudong_district__China_vert.jpg,morning,,,,,,,,,,,
